laser,gyro_x,gyro_y,gyro_z


SCAN 1 - Left to Right
8414,-453,68,-93
8716,3247,134,16
8119,-231,75,-69
8284,2318,132,-54
8739,1474,156,-43
9123,218,927,-43
8825,1407,129,-25
9223,2048,143,-82
8880,-591,93,-104
8226,2332,138,-63
8256,548,97,-80
8372,1730,124,-55
7834,1247,96,-84
8070,1216,136,-74
8285,2449,125,-41
8637,1255,96,-79
8547,-186,94,-105
8693,2024,123,-55
8526,1388,123,-60
8811,2692,124,-24
8357,-1528,49,-112
8974,2441,121,4
8127,1936,113,-44
9156,-61,96,-91
8296,2371,-586,-70
8887,-112,74,-70
8472,1115,100,-86
8842,1913,62,-58
8257,957,84,-78
8337,1347,57,-71
9513,1821,114,-52
8514,114,67,-69
8655,1659,119,-54
8586,1240,101,-78
7889,1189,113,-37
8216,1108,97,-62
8206,1045,115,-43
8473,987,88,-43
1574,1254,124,-82
9052,1144,103,-58
8225,1563,137,-68
8245,1421,132,-36
8764,2110,121,-47
9045,2224,123,-31
8291,-399,109,-76
8175,1810,94,-21
8030,1146,96,-33
8161,976,134,-68
9017,1253,120,-32
41264,904,71,-82
8603,1170,97,-69
8577,1326,126,-85
8281,1494,117,-45
8943,781,156,-51
8068,1085,111,-80
8628,1054,101,-49
7988,1102,116,-55
8466,835,82,-79
7999,1210,88,-67
7912,1244,60,-59
8339,993,123,-69
8976,1541,56,-55
8273,893,94,-48
8486,1211,99,-34
7969,1088,125,-55
8034,842,120,-45
8728,1611,148,-63
8084,1521,99,-59
9023,482,97,-64
7947,1221,94,-87
7981,1051,145,-103
7996,1488,150,-53
8023,1284,93,-19
8713,1171,133,-52
9073,1375,86,-31
8777,1832,119,-54
8526,869,75,-41
7803,1224,125,-59
8904,1231,132,-62
8647,987,72,-48
8702,1256,100,-79
8424,1030,116,-58
7773,1268,123,-62
9362,1784,59,-54
9106,1203,141,-40
8236,1388,90,-65
